,ENROLL_YEAR,SCHOOL_NAME,COHORT_GRAD_YEAR,GRAD_YEAR,NUM_COHORT,NUM_GRADUATES,NUM_DROPOUTS,GRAD_RATE,DROP_RATE,ZIP,LATITUDE,LONGITUDE
410,2010,"Redford Union Schools, District No. ",2014,2015,374,243,83,0.64973262,0.221925134,48240,42.420227,-83.289063
411,2011,"Redford Union Schools, District No. ",2015,2015,311,164,44,0.52733119,0.1414791,48240,42.420227,-83.289063
412,2010,Regents Academy,2014,2015,12,1,3,0.083333333,0.25,48240,42.420227,-83.289063
413,2011,Regents Academy,2015,2015,19,4,4,0.210526316,0.210526316,48240,42.420227,-83.289063
414,2003,"River Rouge, School District of the City of",2007,2009,136,108,27,0.794117647,0.198529412,48218,42.27267196,-83.13449946
415,2004,"River Rouge, School District of the City of",2008,2010,116,75,38,0.646551724,0.327586207,48218,42.27267196,-83.13449946
416,2005,"River Rouge, School District of the City of",2009,2011,124,86,34,0.693548387,0.274193548,48218,42.27267196,-83.13449946
417,2006,"River Rouge, School District of the City of",2010,2012,90,59,18,0.655555556,0.2,48218,42.27267196,-83.13449946
418,2007,"River Rouge, School District of the City of",2011,2013,98,51,34,0.520408163,0.346938776,48218,42.27267196,-83.13449946
419,2008,"River Rouge, School District of the City of",2012,2014,142,88,42,0.61971831,0.295774648,48218,42.27267196,-83.13449946
420,2009,"River Rouge, School District of the City of",2013,2015,122,92,23,0.754098361,0.18852459,48218,42.27267196,-83.13449946
421,2010,"River Rouge, School District of the City of",2014,2015,179,140,30,0.782122905,0.167597765,48218,42.27267196,-83.13449946
422,2011,"River Rouge, School District of the City of",2015,2015,149,114,24,0.765100671,0.161073826,48218,42.27267196,-83.13449946
423,2004,Riverside Academy,2008,2010,12,12,0,1,0,48126,42.32207206,-83.17628924
424,2005,Riverside Academy,2009,2011,23,21,3,0.913043478,0.130434783,48126,42.32207206,-83.17628924
425,2006,Riverside Academy,2010,2012,38,34,5,0.894736842,0.131578947,48126,42.32207206,-83.17628924
426,2007,Riverside Academy,2011,2013,56,48,6,0.857142857,0.107142857,48126,42.32207206,-83.17628924
427,2008,Riverside Academy,2012,2014,51,51,1,1,0.019607843,48126,42.32207206,-83.17628924
428,2009,Riverside Academy,2013,2015,52,49,3,0.942307692,0.057692308,48126,42.32207206,-83.17628924
429,2010,Riverside Academy,2014,2015,68,64,5,0.941176471,0.073529412,48126,42.32207206,-83.17628924
430,2011,Riverside Academy,2015,2015,73,70,2,0.95890411,0.02739726,48126,42.32207206,-83.17628924
431,2003,Riverview Community School District,2007,2009,232,220,12,0.948275862,0.051724138,48193,42.17733302,-83.19563661
432,2004,Riverview Community School District,2008,2010,231,219,12,0.948051948,0.051948052,48193,42.17733302,-83.19563661
433,2005,Riverview Community School District,2009,2011,227,209,11,0.920704846,0.04845815,48193,42.17733302,-83.19563661
434,2006,Riverview Community School District,2010,2012,233,209,13,0.896995708,0.055793991,48193,42.17733302,-83.19563661
435,2007,Riverview Community School District,2011,2013,216,201,10,0.930555556,0.046296296,48193,42.17733302,-83.19563661
436,2008,Riverview Community School District,2012,2014,206,191,10,0.927184466,0.048543689,48193,42.17733302,-83.19563661
437,2009,Riverview Community School District,2013,2015,234,224,6,0.957264957,0.025641026,48193,42.17733302,-83.19563661
438,2010,Riverview Community School District,2014,2015,231,224,7,0.96969697,0.03030303,48193,42.17733302,-83.19563661
439,2011,Riverview Community School District,2015,2015,224,212,10,0.946428571,0.044642857,48193,42.17733302,-83.19563661
440,2003,Romulus Community Schools,2007,2009,422,323,71,0.765402844,0.168246445,48174,42.22223124,-83.38534981
441,2004,Romulus Community Schools,2008,2010,471,346,97,0.734607219,0.205944798,48174,42.22223124,-83.38534981
442,2005,Romulus Community Schools,2009,2011,482,366,88,0.7593361,0.182572614,48174,42.22223124,-83.38534981
443,2006,Romulus Community Schools,2010,2012,393,293,75,0.745547074,0.190839695,48174,42.22223124,-83.38534981
444,2007,Romulus Community Schools,2011,2013,438,305,104,0.696347032,0.237442922,48174,42.22223124,-83.38534981
445,2008,Romulus Community Schools,2012,2014,341,259,61,0.759530792,0.17888563,48174,42.22223124,-83.38534981
446,2009,Romulus Community Schools,2013,2015,279,198,66,0.709677419,0.23655914,48174,42.22223124,-83.38534981
447,2010,Romulus Community Schools,2014,2015,284,213,61,0.75,0.214788732,48174,42.22223124,-83.38534981
448,2011,Romulus Community Schools,2015,2015,241,171,33,0.709543568,0.136929461,48174,42.22223124,-83.38534981
449,2004,Ross-Hill Academy,2008,2010,18,15,4,0.833333333,0.222222222,48207,42.33168322,-83.04799903
450,2005,Ross-Hill Academy,2009,2011,22,15,8,0.681818182,0.363636364,48207,42.33168322,-83.04799903
451,2006,Ross-Hill Academy,2010,2012,24,23,2,0.958333333,0.083333333,48207,42.33168322,-83.04799903
452,2007,Ross-Hill Academy,2011,2013,20,15,5,0.75,0.25,48207,42.33168322,-83.04799903
453,2008,Ross-Hill Academy,2012,2014,23,16,7,0.695652174,0.304347826,48207,42.33168322,-83.04799903
454,2003,School District of the City of Inkster,2007,2009,233,129,95,0.553648069,0.407725322,48141,42.29619071,-83.31016661
455,2004,School District of the City of Inkster,2008,2010,304,148,129,0.486842105,0.424342105,48141,42.29619071,-83.31016661
456,2005,School District of the City of Inkster,2009,2011,362,201,144,0.555248619,0.397790055,48141,42.29619071,-83.31016661
457,2006,School District of the City of Inkster,2010,2012,427,246,146,0.576112412,0.341920375,48141,42.29619071,-83.31016661
458,2007,School District of the City of Inkster,2011,2013,433,292,115,0.674364896,0.265588915,48141,42.29619071,-83.31016661
459,2008,School District of the City of Inkster,2012,2014,384,278,88,0.723958333,0.229166667,48141,42.29619071,-83.31016661
460,2009,School District of the City of Inkster,2013,2015,291,209,62,0.718213058,0.213058419,48141,42.29619071,-83.31016661
461,2010,School District of the City of Inkster,2014,2015,42,5,35,0.119047619,0.833333333,48141,42.29619071,-83.31016661
462,2011,School District of the City of Inkster,2015,2015,12,0,12,0,1,48141,42.29619071,-83.31016661
463,2003,South Redford School District,2007,2009,227,207,20,0.911894273,0.088105727,48239,42.37668417,-83.29512907
464,2004,South Redford School District,2008,2010,262,222,28,0.847328244,0.106870229,48239,42.37668417,-83.29512907
465,2005,South Redford School District,2009,2011,271,234,28,0.863468635,0.103321033,48239,42.37668417,-83.29512907
466,2006,South Redford School District,2010,2012,268,229,29,0.854477612,0.108208955,48239,42.37668417,-83.29512907
467,2007,South Redford School District,2011,2013,251,219,27,0.87250996,0.107569721,48239,42.37668417,-83.29512907
468,2008,South Redford School District,2012,2014,279,245,26,0.878136201,0.093189964,48239,42.37668417,-83.29512907
469,2009,South Redford School District,2013,2015,253,231,15,0.913043478,0.059288538,48239,42.37668417,-83.29512907
470,2010,South Redford School District,2014,2015,238,221,13,0.928571429,0.054621849,48239,42.37668417,-83.29512907
471,2011,South Redford School District,2015,2015,251,213,18,0.848605578,0.071713147,48239,42.37668417,-83.29512907
472,2003,Southgate Community School District,2007,2009,859,454,311,0.528521537,0.362048894,48195,42.20377264,-83.20638664
473,2004,Southgate Community School District,2008,2010,955,486,332,0.508900524,0.347643979,48195,42.20377264,-83.20638664
474,2005,Southgate Community School District,2009,2011,953,495,297,0.519412382,0.311647429,48195,42.20377264,-83.20638664
475,2006,Southgate Community School District,2010,2012,941,461,361,0.489904357,0.383634431,48195,42.20377264,-83.20638664
476,2007,Southgate Community School District,2011,2013,895,444,366,0.496089385,0.408938547,48195,42.20377264,-83.20638664
477,2008,Southgate Community School District,2012,2014,869,416,379,0.478711162,0.436133487,48195,42.20377264,-83.20638664
478,2009,Southgate Community School District,2013,2015,765,340,357,0.444444444,0.466666667,48195,42.20377264,-83.20638664
479,2010,Southgate Community School District,2014,2015,684,365,257,0.533625731,0.375730994,48195,42.20377264,-83.20638664
480,2011,Southgate Community School District,2015,2015,583,301,169,0.516295026,0.289879931,48195,42.20377264,-83.20638664
481,2003,Star International Academy,2007,2009,53,46,8,0.867924528,0.150943396,48127,42.33056222,-83.27747884
482,2004,Star International Academy,2008,2010,75,70,4,0.933333333,0.053333333,48127,42.33056222,-83.27747884
483,2005,Star International Academy,2009,2011,51,49,3,0.960784314,0.058823529,48127,42.33056222,-83.27747884
484,2006,Star International Academy,2010,2012,64,50,16,0.78125,0.25,48127,42.33056222,-83.27747884
485,2007,Star International Academy,2011,2013,82,73,10,0.890243902,0.12195122,48127,42.33056222,-83.27747884
486,2008,Star International Academy,2012,2014,73,67,8,0.917808219,0.109589041,48127,42.33056222,-83.27747884
487,2009,Star International Academy,2013,2015,78,72,5,0.923076923,0.064102564,48127,42.33056222,-83.27747884
488,2010,Star International Academy,2014,2015,70,69,2,0.985714286,0.028571429,48127,42.33056222,-83.27747884
489,2011,Star International Academy,2015,2015,88,87,0,0.988636364,0,48127,42.33056222,-83.27747884
490,2003,Summit Academy North,2007,2009,94,79,16,0.840425532,0.170212766,48174,42.22223124,-83.38534981
491,2004,Summit Academy North,2008,2010,99,89,11,0.898989899,0.111111111,48174,42.22223124,-83.38534981
492,2005,Summit Academy North,2009,2011,109,84,18,0.770642202,0.165137615,48174,42.22223124,-83.38534981
493,2006,Summit Academy North,2010,2012,109,102,9,0.935779817,0.082568807,48174,42.22223124,-83.38534981
494,2007,Summit Academy North,2011,2013,103,98,5,0.951456311,0.048543689,48174,42.22223124,-83.38534981
495,2008,Summit Academy North,2012,2014,139,136,4,0.978417266,0.028776978,48174,42.22223124,-83.38534981
496,2009,Summit Academy North,2013,2015,141,136,6,0.964539007,0.042553191,48174,42.22223124,-83.38534981
497,2010,Summit Academy North,2014,2015,170,164,4,0.964705882,0.023529412,48174,42.22223124,-83.38534981
498,2011,Summit Academy North,2015,2015,133,130,4,0.977443609,0.030075188,48174,42.22223124,-83.38534981
499,2003,Taylor School District,2007,2009,802,645,152,0.804239401,0.189526185,48180,42.22659021,-83.2628388
500,2004,Taylor School District,2008,2010,851,694,142,0.815511163,0.166862515,48180,42.22659021,-83.2628388
501,2005,Taylor School District,2009,2011,822,618,163,0.751824818,0.198296837,48180,42.22659021,-83.2628388
502,2006,Taylor School District,2010,2012,764,618,112,0.808900524,0.146596859,48180,42.22659021,-83.2628388
503,2007,Taylor School District,2011,2013,683,513,119,0.751098097,0.174231332,48180,42.22659021,-83.2628388
504,2008,Taylor School District,2012,2014,675,500,141,0.740740741,0.208888889,48180,42.22659021,-83.2628388
505,2009,Taylor School District,2013,2015,614,504,79,0.820846906,0.128664495,48180,42.22659021,-83.2628388
506,2010,Taylor School District,2014,2015,626,469,105,0.749201278,0.167731629,48180,42.22659021,-83.2628388
507,2011,Taylor School District,2015,2015,687,508,72,0.73944687,0.104803493,48180,42.22659021,-83.2628388
508,2003,Trenton Public Schools,2007,2009,247,239,9,0.967611336,0.036437247,48183,42.14047387,-83.17943788
509,2004,Trenton Public Schools,2008,2010,233,222,11,0.9527897,0.0472103,48183,42.14047387,-83.17943788
510,2005,Trenton Public Schools,2009,2011,220,203,14,0.922727273,0.063636364,48183,42.14047387,-83.17943788
511,2006,Trenton Public Schools,2010,2012,260,243,13,0.934615385,0.05,48183,42.14047387,-83.17943788
512,2007,Trenton Public Schools,2011,2013,248,233,6,0.939516129,0.024193548,48183,42.14047387,-83.17943788
513,2008,Trenton Public Schools,2012,2014,238,223,9,0.93697479,0.037815126,48183,42.14047387,-83.17943788
514,2009,Trenton Public Schools,2013,2015,220,210,8,0.954545455,0.036363636,48183,42.14047387,-83.17943788
515,2010,Trenton Public Schools,2014,2015,228,219,3,0.960526316,0.013157895,48183,42.14047387,-83.17943788
516,2011,Trenton Public Schools,2015,2015,219,212,4,0.96803653,0.01826484,48183,42.14047387,-83.17943788
517,2005,Trillium Academy,2009,2011,24,21,3,0.875,0.125,48180,42.22659021,-83.2628388
518,2006,Trillium Academy,2010,2012,35,30,2,0.857142857,0.057142857,48180,42.22659021,-83.2628388
519,2007,Trillium Academy,2011,2013,46,44,1,0.956521739,0.02173913,48180,42.22659021,-83.2628388
520,2008,Trillium Academy,2012,2014,52,49,3,0.942307692,0.057692308,48180,42.22659021,-83.2628388
521,2009,Trillium Academy,2013,2015,38,35,2,0.921052632,0.052631579,48180,42.22659021,-83.2628388
522,2010,Trillium Academy,2014,2015,45,41,2,0.911111111,0.044444444,48180,42.22659021,-83.2628388
523,2011,Trillium Academy,2015,2015,43,42,0,0.976744186,0,48180,42.22659021,-83.2628388
524,2003,Universal Academy,2007,2009,25,20,5,0.8,0.2,48210,42.33168322,-83.04799903
525,2004,Universal Academy,2008,2010,25,21,4,0.84,0.16,48210,42.33168322,-83.04799903
526,2005,Universal Academy,2009,2011,31,28,4,0.903225806,0.129032258,48210,42.33168322,-83.04799903
527,2006,Universal Academy,2010,2012,25,23,2,0.92,0.08,48210,42.33168322,-83.04799903
528,2007,Universal Academy,2011,2013,34,34,1,1,0.029411765,48210,42.33168322,-83.04799903
529,2008,Universal Academy,2012,2014,45,44,2,0.977777778,0.044444444,48210,42.33168322,-83.04799903
530,2009,Universal Academy,2013,2015,57,49,7,0.859649123,0.122807018,48210,42.33168322,-83.04799903
531,2010,Universal Academy,2014,2015,58,53,5,0.913793103,0.086206897,48210,42.33168322,-83.04799903
532,2011,Universal Academy,2015,2015,58,58,0,1,0,48210,42.33168322,-83.04799903
533,2004,University Preparatory Academy,2008,2010,122,122,0,1,0,48202,42.362499,-83.073204
534,2003,University Preparatory Academy (PSAD),2007,2009,138,128,9,0.927536232,0.065217391,48202,42.33168322,-83.04799903
535,2004,University Preparatory Academy (PSAD),2008,2009,122,122,0,1,0,48202,42.33168322,-83.04799903
536,2005,University Preparatory Academy (PSAD),2009,2011,135,125,5,0.925925926,0.037037037,48202,42.33168322,-83.04799903
537,2006,University Preparatory Academy (PSAD),2010,2012,120,114,3,0.95,0.025,48202,42.33168322,-83.04799903
538,2007,University Preparatory Academy (PSAD),2011,2013,121,118,1,0.975206612,0.008264463,48202,42.33168322,-83.04799903
539,2008,University Preparatory Academy (PSAD),2012,2014,129,121,8,0.937984496,0.062015504,48202,42.33168322,-83.04799903
540,2009,University Preparatory Academy (PSAD),2013,2015,121,116,4,0.958677686,0.033057851,48202,42.33168322,-83.04799903
541,2010,University Preparatory Academy (PSAD),2014,2015,132,118,8,0.893939394,0.060606061,48202,42.33168322,-83.04799903
542,2011,University Preparatory Academy (PSAD),2015,2015,120,111,7,0.925,0.058333333,48202,42.33168322,-83.04799903
543,2010,University Preparatory Science and Math (PSAD),2014,2015,86,80,5,0.930232558,0.058139535,48202,42.33168322,-83.04799903
544,2011,University Preparatory Science and Math (PSAD),2015,2015,123,116,7,0.943089431,0.056910569,48202,42.33168322,-83.04799903
545,2003,Van Buren Public Schools,2007,2009,520,460,57,0.884615385,0.109615385,48111,42.20543404,-83.4863161
546,2004,Van Buren Public Schools,2008,2010,578,506,69,0.875432526,0.119377163,48111,42.20543404,-83.4863161
547,2005,Van Buren Public Schools,2009,2011,524,460,57,0.877862595,0.108778626,48111,42.20543404,-83.4863161
548,2006,Van Buren Public Schools,2010,2012,444,368,63,0.828828829,0.141891892,48111,42.20543404,-83.4863161
549,2007,Van Buren Public Schools,2011,2013,504,412,60,0.817460317,0.119047619,48111,42.20543404,-83.4863161
550,2008,Van Buren Public Schools,2012,2014,426,356,59,0.835680751,0.138497653,48111,42.20543404,-83.4863161
551,2009,Van Buren Public Schools,2013,2015,417,357,57,0.856115108,0.136690647,48111,42.20543404,-83.4863161
552,2010,Van Buren Public Schools,2014,2015,428,364,44,0.85046729,0.102803738,48111,42.20543404,-83.4863161
553,2011,Van Buren Public Schools,2015,2015,452,389,41,0.860619469,0.090707965,48111,42.20543404,-83.4863161
554,2006,Vista Meadows Academy,2010,2012,19,9,5,0.473684211,0.263157895,48127,42.33056222,-83.27747884
555,2007,Vista Meadows Academy,2011,2013,22,10,9,0.454545455,0.409090909,48127,42.33056222,-83.27747884
556,2008,Vista Meadows Academy,2012,2014,28,19,9,0.678571429,0.321428571,48127,42.33056222,-83.27747884
557,2009,Vista Meadows Academy,2013,2015,39,20,16,0.512820513,0.41025641,48127,42.33056222,-83.27747884
558,2010,Vista Meadows Academy,2014,2015,28,16,12,0.571428571,0.428571429,48127,42.33056222,-83.27747884
559,2011,Vista Meadows Academy,2015,2015,26,15,4,0.576923077,0.153846154,48127,42.33056222,-83.27747884
560,2003,Voyageur Academy,2007,2009,71,67,5,0.943661972,0.070422535,48210,42.33168322,-83.04799903
561,2004,Voyageur Academy,2008,2010,89,84,6,0.943820225,0.06741573,48210,42.33168322,-83.04799903
562,2005,Voyageur Academy,2009,2011,75,63,12,0.84,0.16,48210,42.33168322,-83.04799903
563,2006,Voyageur Academy,2010,2012,81,76,5,0.938271605,0.061728395,48210,42.33168322,-83.04799903
564,2007,Voyageur Academy,2011,2013,99,91,8,0.919191919,0.080808081,48210,42.33168322,-83.04799903
565,2008,Voyageur Academy,2012,2014,92,73,18,0.793478261,0.195652174,48210,42.33168322,-83.04799903
566,2009,Voyageur Academy,2013,2015,92,82,6,0.891304348,0.065217391,48210,42.33168322,-83.04799903
567,2010,Voyageur Academy,2014,2015,106,98,9,0.924528302,0.08490566,48210,42.33168322,-83.04799903
568,2011,Voyageur Academy,2015,2015,95,68,15,0.715789474,0.157894737,48210,42.33168322,-83.04799903
569,2007,W-A-Y Academy,2011,2013,16,2,4,0.125,0.25,48209,42.33168322,-83.04799903
570,2008,W-A-Y Academy,2012,2014,31,6,14,0.193548387,0.451612903,48209,42.33168322,-83.04799903
571,2009,W-A-Y Academy,2013,2015,94,19,54,0.20212766,0.574468085,48209,42.33168322,-83.04799903
572,2010,W-A-Y Academy,2014,2015,133,20,76,0.15037594,0.571428571,48209,42.33168322,-83.04799903
573,2011,W-A-Y Academy,2015,2015,153,14,75,0.091503268,0.490196078,48209,42.33168322,-83.04799903
574,2010,WAY Michigan,2014,2015,10,0,2,0,0.2,48226,42.33302,-83.04253
575,2011,WAY Michigan,2015,2015,12,3,4,0.25,0.333333333,48226,42.33302,-83.04253
576,2003,Wayne-Westland Community School District,2007,2009,1079,840,213,0.77849861,0.197405005,48185,42.32423368,-83.40044986
577,2004,Wayne-Westland Community School District,2008,2010,1095,860,195,0.785388128,0.178082192,48185,42.32423368,-83.40044986
578,2005,Wayne-Westland Community School District,2009,2011,1179,906,229,0.768447837,0.1942324,48185,42.32423368,-83.40044986
579,2006,Wayne-Westland Community School District,2010,2012,1130,823,271,0.728318584,0.239823009,48185,42.32423368,-83.40044986
580,2007,Wayne-Westland Community School District,2011,2013,1048,794,209,0.757633588,0.199427481,48185,42.32423368,-83.40044986
581,2008,Wayne-Westland Community School District,2012,2014,1058,801,224,0.757088847,0.211720227,48185,42.32423368,-83.40044986
582,2009,Wayne-Westland Community School District,2013,2015,1006,763,212,0.758449304,0.210735586,48185,42.32423368,-83.40044986
583,2010,Wayne-Westland Community School District,2014,2015,1006,782,177,0.777335984,0.175944334,48185,42.32423368,-83.40044986
584,2011,Wayne-Westland Community School District,2015,2015,1012,774,129,0.764822134,0.127470356,48185,42.32423368,-83.40044986
585,2003,Weston Preparatory Academy,2007,2009,63,46,17,0.73015873,0.26984127,48219,42.33168322,-83.04799903
586,2004,Weston Preparatory Academy,2008,2010,61,42,20,0.68852459,0.327868852,48219,42.33168322,-83.04799903
587,2005,Weston Preparatory Academy,2009,2011,60,46,8,0.766666667,0.133333333,48219,42.33168322,-83.04799903
588,2006,Weston Preparatory Academy,2010,2012,58,47,12,0.810344828,0.206896552,48219,42.33168322,-83.04799903
589,2003,Westwood Community School District,2007,2009,199,136,60,0.683417085,0.301507538,48125,42.33056222,-83.27747884
590,2004,Westwood Community School District,2008,2010,204,142,57,0.696078431,0.279411765,48125,42.33056222,-83.27747884
591,2005,Westwood Community School District,2009,2011,285,148,106,0.519298246,0.371929825,48125,42.33056222,-83.27747884
592,2006,Westwood Community School District,2010,2012,376,159,183,0.42287234,0.486702128,48125,42.33056222,-83.27747884
593,2007,Westwood Community School District,2011,2013,497,186,249,0.374245473,0.501006036,48125,42.33056222,-83.27747884
594,2008,Westwood Community School District,2012,2014,479,212,223,0.442588727,0.465553236,48125,42.33056222,-83.27747884
595,2009,Westwood Community School District,2013,2015,516,238,243,0.46124031,0.470930233,48125,42.33056222,-83.27747884
596,2010,Westwood Community School District,2014,2015,374,173,140,0.462566845,0.374331551,48125,42.33056222,-83.27747884
597,2011,Westwood Community School District,2015,2015,375,158,120,0.421333333,0.32,48125,42.33056222,-83.27747884
598,2003,Woodhaven-Brownstown School District,2007,2009,384,336,48,0.875,0.125,48183,42.1384909,-83.24478661
599,2004,Woodhaven-Brownstown School District,2008,2010,421,378,38,0.897862233,0.090261283,48183,42.1384909,-83.24478661
600,2005,Woodhaven-Brownstown School District,2009,2011,423,366,48,0.865248227,0.113475177,48183,42.1384909,-83.24478661
601,2006,Woodhaven-Brownstown School District,2010,2012,422,353,50,0.836492891,0.118483412,48183,42.1384909,-83.24478661
602,2007,Woodhaven-Brownstown School District,2011,2013,411,344,37,0.836982968,0.090024331,48183,42.1384909,-83.24478661
603,2008,Woodhaven-Brownstown School District,2012,2014,388,323,45,0.832474227,0.115979381,48183,42.1384909,-83.24478661
604,2009,Woodhaven-Brownstown School District,2013,2015,430,372,47,0.865116279,0.109302326,48183,42.1384909,-83.24478661
605,2010,Woodhaven-Brownstown School District,2014,2015,346,287,39,0.829479769,0.112716763,48183,42.1384909,-83.24478661
606,2011,Woodhaven-Brownstown School District,2015,2015,410,331,29,0.807317073,0.070731707,48183,42.1384909,-83.24478661
607,2003,"Wyandotte, School District of the City of",2007,2009,408,340,32,0.833333333,0.078431373,48192,42.20160209,-83.14999701
608,2004,"Wyandotte, School District of the City of",2008,2010,370,300,32,0.810810811,0.086486486,48192,42.20160209,-83.14999701
609,2005,"Wyandotte, School District of the City of",2009,2011,368,299,28,0.8125,0.076086957,48192,42.20160209,-83.14999701
610,2006,"Wyandotte, School District of the City of",2010,2012,370,282,33,0.762162162,0.089189189,48192,42.20160209,-83.14999701
611,2007,"Wyandotte, School District of the City of",2011,2013,353,271,17,0.767705382,0.04815864,48192,42.20160209,-83.14999701
612,2008,"Wyandotte, School District of the City of",2012,2014,307,255,20,0.830618893,0.06514658,48192,42.20160209,-83.14999701
613,2009,"Wyandotte, School District of the City of",2013,2015,349,295,18,0.845272206,0.051575931,48192,42.20160209,-83.14999701
614,2010,"Wyandotte, School District of the City of",2014,2015,371,295,26,0.795148248,0.070080863,48192,42.20160209,-83.14999701
615,2011,"Wyandotte, School District of the City of",2015,2015,348,276,25,0.793103448,0.07183908,48192,42.20160209,-83.14999701